Year,CoC Number,CoC Name,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Sheltered ES Homeless Individuals,Sheltered TH Homeless Individuals,Sheltered Total Homeless Individuals,Unsheltered Homeless Individuals,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals
2008,WA-500,Seattle/King County CoC,8501.0,2515.0,3293.0,5808.0,2693.0,5517.0,1893.0,993.0,2886.0,2631.0,2984.0,622.0,2300.0,2922.0,62.0,931.0,187.0,728.0,915.0,16.0,987.0,730.0,257.0
2008,WA-501,Washington Balance of State CoC,7117.0,1776.0,3229.0,5005.0,2112.0,3170.0,875.0,1024.0,1899.0,1271.0,3947.0,901.0,2205.0,3106.0,841.0,1273.0,304.0,711.0,1015.0,258.0,1085.0,557.0,528.0
2008,WA-502,Spokane City & County CoC,1370.0,830.0,250.0,1080.0,290.0,999.0,619.0,117.0,736.0,263.0,371.0,211.0,133.0,344.0,27.0,129.0,70.0,49.0,119.0,10.0,206.0,162.0,44.0
2008,WA-503,"Tacoma, Lakewood/Pierce County CoC",1743.0,466.0,1012.0,1478.0,265.0,753.0,343.0,183.0,526.0,227.0,990.0,123.0,829.0,952.0,38.0,285.0,34.0,246.0,280.0,5.0,372.0,211.0,161.0
2008,WA-504,Everett/Snohomish County CoC,2161.0,421.0,784.0,1205.0,956.0,1212.0,294.0,69.0,363.0,849.0,949.0,127.0,715.0,842.0,107.0,336.0,40.0,260.0,300.0,36.0,301.0,234.0,67.0
2008,WA-508,Vancouver/Clark County CoC,1062.0,311.0,569.0,880.0,182.0,505.0,149.0,272.0,421.0,84.0,557.0,162.0,297.0,459.0,98.0,169.0,46.0,95.0,141.0,28.0,122.0,80.0,42.0
2008,WI-500,Wisconsin Balance of State CoC,3105.0,1207.0,1610.0,2817.0,288.0,1044.0,468.0,398.0,866.0,178.0,2061.0,739.0,1212.0,1951.0,110.0,715.0,248.0,428.0,676.0,39.0,299.0,178.0,121.0
2008,WI-501,Milwaukee City & County CoC,1470.0,729.0,566.0,1295.0,175.0,769.0,441.0,242.0,683.0,86.0,701.0,288.0,324.0,612.0,89.0,239.0,104.0,106.0,210.0,29.0,234.0,190.0,44.0
2008,WI-502,Racine City & County CoC,259.0,149.0,109.0,258.0,1.0,159.0,117.0,41.0,158.0,1.0,100.0,32.0,68.0,100.0,0.0,40.0,17.0,23.0,40.0,0.0,25.0,24.0,1.0
2008,WI-503,Madison/Dane County CoC,615.0,321.0,243.0,564.0,51.0,313.0,168.0,100.0,268.0,45.0,302.0,153.0,143.0,296.0,6.0,96.0,46.0,47.0,93.0,3.0,129.0,88.0,41.0
2008,WV-500,"Wheeling, Weirton Area CoC",92.0,72.0,13.0,85.0,7.0,71.0,63.0,1.0,64.0,7.0,21.0,9.0,12.0,21.0,0.0,8.0,2.0,6.0,8.0,0.0,18.0,12.0,6.0
2008,WV-501,"Huntington/Cabell, Wayne Counties CoC",264.0,139.0,93.0,232.0,32.0,204.0,100.0,72.0,172.0,32.0,60.0,39.0,21.0,60.0,0.0,22.0,14.0,8.0,22.0,0.0,103.0,95.0,8.0
2008,WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",363.0,211.0,53.0,264.0,99.0,275.0,163.0,38.0,201.0,74.0,88.0,48.0,15.0,63.0,25.0,29.0,16.0,5.0,21.0,8.0,117.0,68.0,49.0
2008,WV-508,West Virginia Balance of State CoC,1297.0,530.0,311.0,841.0,456.0,885.0,369.0,187.0,556.0,329.0,412.0,161.0,124.0,285.0,127.0,140.0,65.0,46.0,111.0,29.0,149.0,89.0,60.0
2008,WY-500,Wyoming Statewide CoC,751.0,395.0,224.0,619.0,132.0,357.0,235.0,85.0,320.0,37.0,394.0,160.0,139.0,299.0,95.0,143.0,62.0,54.0,116.0,27.0,67.0,30.0,37.0
2008,,Total,639784.0,215276.0,171085.0,386361.0,253423.0,404525.0,125396.0,79459.0,204855.0,199670.0,235259.0,89880.0,91626.0,181506.0,53753.0,75750.0,28827.0,29822.0,58649.0,17101.0,120115.0,45418.0,74697.0
2008,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
