Year,CoC Number,CoC Name,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Sheltered ES Homeless Individuals,Sheltered TH Homeless Individuals,Sheltered Total Homeless Individuals,Unsheltered Homeless Individuals,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals
2008,NY-503,Albany City & County CoC,538.0,363.0,103.0,466.0,72.0,384.0,245.0,76.0,321.0,63.0,154.0,118.0,27.0,145.0,9.0,56.0,41.0,12.0,53.0,3.0,66.0,30.0,36.0
2008,NY-504,Cattaragus County CoC,69.0,13.0,41.0,54.0,15.0,48.0,6.0,27.0,33.0,15.0,21.0,7.0,14.0,21.0,0.0,8.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0
2008,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",731.0,362.0,346.0,708.0,23.0,600.0,306.0,277.0,583.0,17.0,131.0,56.0,69.0,125.0,6.0,51.0,18.0,28.0,46.0,5.0,107.0,98.0,9.0
2008,NY-507,Schenectady City & County CoC,195.0,111.0,18.0,129.0,66.0,152.0,89.0,4.0,93.0,59.0,43.0,22.0,14.0,36.0,7.0,15.0,7.0,5.0,12.0,3.0,30.0,11.0,19.0
2008,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",1250.0,467.0,564.0,1031.0,219.0,837.0,324.0,306.0,630.0,207.0,413.0,143.0,258.0,401.0,12.0,127.0,39.0,84.0,123.0,4.0,260.0,123.0,137.0
2008,NY-510,Ithaca/Tompkins County CoC,78.0,38.0,24.0,62.0,16.0,46.0,30.0,0.0,30.0,16.0,32.0,8.0,24.0,32.0,0.0,10.0,2.0,8.0,10.0,0.0,8.0,6.0,2.0
2008,NY-512,Troy/Rensselaer County CoC,193.0,107.0,27.0,134.0,59.0,88.0,23.0,11.0,34.0,54.0,105.0,84.0,16.0,100.0,5.0,39.0,30.0,7.0,37.0,2.0,29.0,10.0,19.0
2008,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",88.0,88.0,0.0,88.0,0.0,47.0,47.0,0.0,47.0,0.0,41.0,41.0,0.0,41.0,0.0,16.0,16.0,0.0,16.0,0.0,5.0,5.0,0.0
2008,NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",65.0,19.0,44.0,63.0,2.0,9.0,5.0,2.0,7.0,2.0,56.0,14.0,42.0,56.0,0.0,26.0,6.0,20.0,26.0,0.0,0.0,0.0,0.0
2008,NY-516,Clinton County CoC,53.0,42.0,6.0,48.0,5.0,50.0,42.0,3.0,45.0,5.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0
2008,NY-518,"Utica, Rome/Oneida, Madison Counties CoC",316.0,179.0,121.0,300.0,16.0,186.0,129.0,41.0,170.0,16.0,130.0,50.0,80.0,130.0,0.0,40.0,20.0,20.0,40.0,0.0,21.0,10.0,11.0
2008,NY-519,"Columbia, Greene Counties CoC",172.0,141.0,31.0,172.0,0.0,96.0,77.0,19.0,96.0,0.0,76.0,64.0,12.0,76.0,0.0,26.0,22.0,4.0,26.0,0.0,5.0,5.0,0.0
2008,NY-520,"Franklin, Essex Counties CoC",10.0,6.0,0.0,6.0,4.0,10.0,6.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0
2008,NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",297.0,145.0,147.0,292.0,5.0,249.0,97.0,147.0,244.0,5.0,48.0,48.0,0.0,48.0,0.0,14.0,14.0,0.0,14.0,0.0,23.0,21.0,2.0
2008,NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",166.0,83.0,34.0,117.0,49.0,110.0,48.0,25.0,73.0,37.0,56.0,35.0,9.0,44.0,12.0,20.0,14.0,3.0,17.0,3.0,33.0,10.0,23.0
2008,NY-600,New York City CoC,50261.0,39019.0,7936.0,46955.0,3306.0,19994.0,11890.0,4798.0,16688.0,3306.0,30267.0,27129.0,3138.0,30267.0,0.0,9453.0,8494.0,959.0,9453.0,0.0,3885.0,1405.0,2480.0
2008,NY-601,Poughkeepsie/Dutchess County CoC,547.0,219.0,244.0,463.0,84.0,288.0,114.0,119.0,233.0,55.0,259.0,105.0,125.0,230.0,29.0,93.0,34.0,49.0,83.0,10.0,163.0,88.0,75.0
2008,NY-602,"Newburgh, Middletown/Orange County CoC",311.0,177.0,40.0,217.0,94.0,208.0,122.0,0.0,122.0,86.0,103.0,55.0,40.0,95.0,8.0,35.0,17.0,15.0,32.0,3.0,78.0,55.0,23.0
2008,NY-603,"Nassau, Suffolk Counties CoC",2509.0,1851.0,500.0,2351.0,158.0,789.0,377.0,254.0,631.0,158.0,1720.0,1474.0,246.0,1720.0,0.0,534.0,467.0,67.0,534.0,0.0,52.0,37.0,15.0
2008,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1829.0,514.0,1179.0,1693.0,136.0,690.0,396.0,158.0,554.0,136.0,1139.0,118.0,1021.0,1139.0,0.0,365.0,38.0,327.0,365.0,0.0,140.0,43.0,97.0
2008,NY-606,Rockland County CoC,141.0,38.0,46.0,84.0,57.0,91.0,1.0,33.0,34.0,57.0,50.0,37.0,13.0,50.0,0.0,21.0,15.0,6.0,21.0,0.0,30.0,13.0,17.0
2008,NY-607,Sullivan County CoC,139.0,109.0,0.0,109.0,30.0,53.0,32.0,0.0,32.0,21.0,86.0,77.0,0.0,77.0,9.0,25.0,23.0,0.0,23.0,2.0,12.0,6.0,6.0
2008,NY-608,Kingston/Ulster County CoC,395.0,122.0,85.0,207.0,188.0,275.0,50.0,82.0,132.0,143.0,120.0,72.0,3.0,75.0,45.0,36.0,22.0,1.0,23.0,13.0,49.0,7.0,42.0
2008,OH-500,Cincinnati/Hamilton County CoC,1116.0,632.0,429.0,1061.0,55.0,726.0,448.0,223.0,671.0,55.0,390.0,184.0,206.0,390.0,0.0,118.0,55.0,63.0,118.0,0.0,269.0,246.0,23.0
2008,OH-501,Toledo/Lucas County CoC,959.0,354.0,351.0,705.0,254.0,653.0,292.0,185.0,477.0,176.0,306.0,62.0,166.0,228.0,78.0,106.0,22.0,51.0,73.0,33.0,256.0,212.0,44.0
2008,OH-502,Cleveland/Cuyahoga County CoC,2242.0,1249.0,842.0,2091.0,151.0,1790.0,1030.0,619.0,1649.0,141.0,452.0,219.0,223.0,442.0,10.0,149.0,72.0,74.0,146.0,3.0,698.0,620.0,78.0
2008,OH-503,Columbus/Franklin County CoC,1341.0,1089.0,135.0,1224.0,117.0,851.0,629.0,105.0,734.0,117.0,490.0,460.0,30.0,490.0,0.0,148.0,134.0,14.0,148.0,0.0,238.0,133.0,105.0
2008,OH-504,Youngstown/Mahoning County CoC,236.0,93.0,132.0,225.0,11.0,121.0,75.0,35.0,110.0,11.0,115.0,18.0,97.0,115.0,0.0,41.0,7.0,34.0,41.0,0.0,22.0,18.0,4.0
2008,OH-505,"Dayton, Kettering/Montgomery County CoC",844.0,611.0,203.0,814.0,30.0,484.0,354.0,100.0,454.0,30.0,360.0,257.0,103.0,360.0,0.0,119.0,79.0,40.0,119.0,0.0,74.0,65.0,9.0
2008,OH-506,"Akron, Barberton/Summit County CoC",740.0,325.0,311.0,636.0,104.0,490.0,236.0,157.0,393.0,97.0,250.0,89.0,154.0,243.0,7.0,82.0,28.0,52.0,80.0,2.0,212.0,142.0,70.0
2008,OH-507,Ohio Balance of State CoC,4525.0,1551.0,1674.0,3225.0,1300.0,2242.0,917.0,546.0,1463.0,779.0,2283.0,634.0,1128.0,1762.0,521.0,758.0,197.0,385.0,582.0,176.0,364.0,201.0,163.0
2008,OH-508,"Canton, Massillon, Alliance/Stark County CoC",909.0,209.0,187.0,396.0,513.0,508.0,119.0,46.0,165.0,343.0,401.0,90.0,141.0,231.0,170.0,128.0,32.0,43.0,75.0,53.0,119.0,36.0,83.0
2008,OK-500,North Central Oklahoma CoC,241.0,197.0,18.0,215.0,26.0,136.0,95.0,18.0,113.0,23.0,105.0,102.0,0.0,102.0,3.0,34.0,33.0,0.0,33.0,1.0,6.0,2.0,4.0
2008,OK-501,Tulsa City & County CoC,729.0,504.0,190.0,694.0,35.0,576.0,406.0,140.0,546.0,30.0,153.0,98.0,50.0,148.0,5.0,50.0,33.0,15.0,48.0,2.0,79.0,70.0,9.0
2008,OK-502,Oklahoma City CoC,1335.0,616.0,397.0,1013.0,322.0,1053.0,512.0,250.0,762.0,291.0,282.0,104.0,147.0,251.0,31.0,96.0,28.0,56.0,84.0,12.0,304.0,141.0,163.0
2008,OK-503,Oklahoma Balance of State CoC,157.0,98.0,53.0,151.0,6.0,98.0,72.0,20.0,92.0,6.0,59.0,26.0,33.0,59.0,0.0,21.0,11.0,10.0,21.0,0.0,7.0,7.0,0.0
2008,OK-504,Norman/Cleveland County CoC,578.0,63.0,115.0,178.0,400.0,304.0,41.0,51.0,92.0,212.0,274.0,22.0,64.0,86.0,188.0,85.0,9.0,26.0,35.0,50.0,60.0,16.0,44.0
2008,OK-505,Northeast Oklahoma CoC,370.0,160.0,42.0,202.0,168.0,257.0,87.0,42.0,129.0,128.0,113.0,73.0,0.0,73.0,40.0,36.0,23.0,0.0,23.0,13.0,77.0,74.0,3.0
2008,OK-506,Southwest Oklahoma Regional CoC,168.0,106.0,46.0,152.0,16.0,110.0,97.0,0.0,97.0,13.0,58.0,9.0,46.0,55.0,3.0,20.0,3.0,16.0,19.0,1.0,13.0,7.0,6.0
2008,OK-507,Southeastern Oklahoma Regional CoC,268.0,189.0,9.0,198.0,70.0,140.0,69.0,5.0,74.0,66.0,128.0,120.0,4.0,124.0,4.0,35.0,31.0,2.0,33.0,2.0,15.0,14.0,1.0
2008,OR-500,"Eugene, Springfield/Lane County CoC",2137.0,693.0,672.0,1365.0,772.0,1175.0,495.0,201.0,696.0,479.0,962.0,198.0,471.0,669.0,293.0,290.0,64.0,160.0,224.0,66.0,640.0,456.0,184.0
2008,OR-501,"Portland, Gresham/Multnomah County CoC",3918.0,674.0,1610.0,2284.0,1634.0,3005.0,576.0,866.0,1442.0,1563.0,913.0,98.0,744.0,842.0,71.0,317.0,35.0,252.0,287.0,30.0,596.0,210.0,386.0
2008,OR-502,"Medford, Ashland/Jackson County CoC",654.0,628.0,0.0,628.0,26.0,366.0,340.0,0.0,340.0,26.0,288.0,288.0,0.0,288.0,0.0,119.0,119.0,0.0,119.0,0.0,134.0,108.0,26.0
2008,OR-503,Central Oregon CoC,1736.0,148.0,122.0,270.0,1466.0,583.0,93.0,19.0,112.0,471.0,1153.0,55.0,103.0,158.0,995.0,358.0,18.0,31.0,49.0,309.0,306.0,54.0,252.0
2008,OR-504,"Salem/Marion, Polk Counties CoC",1997.0,293.0,288.0,581.0,1416.0,1165.0,225.0,121.0,346.0,819.0,832.0,68.0,167.0,235.0,597.0,292.0,18.0,57.0,75.0,217.0,181.0,38.0,143.0
2008,OR-505,Oregon Balance of State CoC,7863.0,2035.0,2254.0,4289.0,3574.0,3840.0,1393.0,865.0,2258.0,1582.0,4023.0,642.0,1389.0,2031.0,1992.0,1275.0,209.0,449.0,658.0,617.0,1064.0,629.0,435.0
2008,OR-506,"Hillsboro, Beaverton/Washington County CoC",772.0,95.0,268.0,363.0,409.0,256.0,12.0,13.0,25.0,231.0,516.0,83.0,255.0,338.0,178.0,169.0,22.0,95.0,117.0,52.0,233.0,3.0,230.0
2008,OR-507,Clackamas County CoC,1576.0,101.0,65.0,166.0,1410.0,1158.0,26.0,15.0,41.0,1117.0,418.0,75.0,50.0,125.0,293.0,124.0,24.0,20.0,44.0,80.0,192.0,4.0,188.0
2008,PA-500,Philadelphia CoC,6871.0,3279.0,3135.0,6414.0,457.0,3479.0,1895.0,1127.0,3022.0,457.0,3392.0,1384.0,2008.0,3392.0,0.0,1087.0,437.0,650.0,1087.0,0.0,600.0,189.0,411.0
2008,PA-501,Harrisburg/Dauphin County CoC,421.0,206.0,149.0,355.0,66.0,228.0,119.0,52.0,171.0,57.0,193.0,87.0,97.0,184.0,9.0,72.0,32.0,37.0,69.0,3.0,96.0,48.0,48.0
2008,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",653.0,287.0,323.0,610.0,43.0,248.0,160.0,45.0,205.0,43.0,405.0,127.0,278.0,405.0,0.0,128.0,45.0,83.0,128.0,0.0,92.0,63.0,29.0
2008,PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",171.0,79.0,82.0,161.0,10.0,107.0,68.0,29.0,97.0,10.0,64.0,11.0,53.0,64.0,0.0,21.0,4.0,17.0,21.0,0.0,14.0,13.0,1.0
2008,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",479.0,216.0,239.0,455.0,24.0,176.0,128.0,24.0,152.0,24.0,303.0,88.0,215.0,303.0,0.0,92.0,27.0,65.0,92.0,0.0,74.0,62.0,12.0
2008,PA-505,Chester County CoC,314.0,137.0,149.0,286.0,28.0,130.0,100.0,30.0,130.0,0.0,184.0,37.0,119.0,156.0,28.0,65.0,14.0,36.0,50.0,15.0,56.0,56.0,0.0
2008,PA-506,Reading/Berks County CoC,496.0,208.0,221.0,429.0,67.0,287.0,152.0,68.0,220.0,67.0,209.0,56.0,153.0,209.0,0.0,75.0,23.0,52.0,75.0,0.0,32.0,14.0,18.0
2008,PA-508,Scranton/Lackawanna County CoC,260.0,81.0,141.0,222.0,38.0,109.0,43.0,44.0,87.0,22.0,151.0,38.0,97.0,135.0,16.0,51.0,11.0,34.0,45.0,6.0,40.0,25.0,15.0
2008,PA-509,Eastern Pennsylvania CoC,1759.0,725.0,921.0,1646.0,113.0,773.0,407.0,273.0,680.0,93.0,986.0,318.0,648.0,966.0,20.0,332.0,106.0,220.0,326.0,6.0,152.0,103.0,49.0
2008,PA-510,Lancaster City & County CoC,707.0,172.0,496.0,668.0,39.0,386.0,105.0,242.0,347.0,39.0,321.0,67.0,254.0,321.0,0.0,129.0,25.0,104.0,129.0,0.0,47.0,31.0,16.0
2008,PA-511,"Bristol, Bensalem/Bucks County CoC",485.0,103.0,378.0,481.0,4.0,150.0,30.0,116.0,146.0,4.0,335.0,73.0,262.0,335.0,0.0,104.0,21.0,83.0,104.0,0.0,0.0,0.0,0.0
2008,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1308.0,282.0,806.0,1088.0,220.0,837.0,204.0,413.0,617.0,220.0,471.0,78.0,393.0,471.0,0.0,164.0,29.0,135.0,164.0,0.0,222.0,110.0,112.0
2008,PA-601,Western Pennsylvania CoC,862.0,341.0,454.0,795.0,67.0,434.0,201.0,178.0,379.0,55.0,428.0,140.0,276.0,416.0,12.0,141.0,46.0,90.0,136.0,5.0,76.0,60.0,16.0
2008,PA-603,Beaver County CoC,213.0,12.0,119.0,131.0,82.0,189.0,9.0,101.0,110.0,79.0,24.0,3.0,18.0,21.0,3.0,8.0,1.0,6.0,7.0,1.0,60.0,28.0,32.0
2008,PA-605,Erie City & County CoC,379.0,208.0,130.0,338.0,41.0,201.0,136.0,42.0,178.0,23.0,178.0,72.0,88.0,160.0,18.0,57.0,18.0,32.0,50.0,7.0,61.0,57.0,4.0
2008,PR-502,Puerto Rico Balance of Commonwealth CoC,707.0,0.0,8.0,8.0,699.0,663.0,0.0,8.0,8.0,655.0,44.0,0.0,0.0,0.0,44.0,22.0,0.0,0.0,0.0,22.0,1488.0,567.0,921.0
2008,PR-503,South-Southeast Puerto Rico CoC,2305.0,298.0,504.0,802.0,1503.0,2005.0,223.0,432.0,655.0,1350.0,300.0,75.0,72.0,147.0,153.0,69.0,22.0,23.0,45.0,24.0,1429.0,459.0,970.0
2008,RI-500,Rhode Island Statewide CoC,1196.0,734.0,408.0,1142.0,54.0,714.0,437.0,223.0,660.0,54.0,482.0,297.0,185.0,482.0,0.0,181.0,84.0,97.0,181.0,0.0,245.0,208.0,37.0
2008,SC-500,Charleston/Low Country CoC,539.0,290.0,192.0,482.0,57.0,432.0,239.0,142.0,381.0,51.0,107.0,51.0,50.0,101.0,6.0,40.0,19.0,18.0,37.0,3.0,46.0,39.0,7.0
2008,SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1606.0,673.0,427.0,1100.0,506.0,1127.0,541.0,168.0,709.0,418.0,479.0,132.0,259.0,391.0,88.0,154.0,49.0,83.0,132.0,22.0,232.0,215.0,17.0
2008,SC-502,Columbia/Midlands CoC,1569.0,531.0,415.0,946.0,623.0,1278.0,403.0,317.0,720.0,558.0,291.0,128.0,98.0,226.0,65.0,97.0,44.0,34.0,78.0,19.0,185.0,105.0,80.0
2008,SC-503,"Myrtle Beach, Sumter City & County CoC",1946.0,186.0,372.0,558.0,1388.0,972.0,79.0,142.0,221.0,751.0,974.0,107.0,230.0,337.0,637.0,164.0,26.0,53.0,79.0,85.0,280.0,39.0,241.0
2008,SD-500,South Dakota Statewide CoC,579.0,269.0,269.0,538.0,41.0,268.0,138.0,97.0,235.0,33.0,311.0,131.0,172.0,303.0,8.0,108.0,46.0,58.0,104.0,4.0,104.0,79.0,25.0
2008,TN-500,Chattanooga/Southeast Tennessee CoC,87.0,39.0,33.0,72.0,15.0,0.0,0.0,0.0,0.0,0.0,87.0,39.0,33.0,72.0,15.0,37.0,14.0,11.0,25.0,12.0,679.0,44.0,635.0
2008,TN-501,Memphis/Shelby County CoC,1566.0,353.0,1129.0,1482.0,84.0,1007.0,253.0,672.0,925.0,82.0,559.0,100.0,457.0,557.0,2.0,215.0,36.0,178.0,214.0,1.0,66.0,39.0,27.0
2008,TN-502,Knoxville/Knox County CoC,930.0,424.0,392.0,816.0,114.0,812.0,409.0,297.0,706.0,106.0,118.0,15.0,95.0,110.0,8.0,47.0,9.0,35.0,44.0,3.0,277.0,214.0,63.0
2008,TN-503,Central Tennessee CoC,328.0,110.0,129.0,239.0,89.0,242.0,69.0,115.0,184.0,58.0,86.0,41.0,14.0,55.0,31.0,27.0,10.0,5.0,15.0,12.0,36.0,25.0,11.0
2008,TN-504,Nashville-Davidson County CoC,2217.0,1187.0,564.0,1751.0,466.0,1816.0,930.0,420.0,1350.0,466.0,401.0,257.0,144.0,401.0,0.0,134.0,86.0,48.0,134.0,0.0,1364.0,898.0,466.0
2008,TN-506,Upper Cumberland CoC,704.0,176.0,20.0,196.0,508.0,333.0,102.0,14.0,116.0,217.0,371.0,74.0,6.0,80.0,291.0,133.0,27.0,2.0,29.0,104.0,217.0,79.0,138.0
2008,TN-507,Jackson/West Tennessee CoC,2187.0,136.0,115.0,251.0,1936.0,1996.0,105.0,80.0,185.0,1811.0,191.0,31.0,35.0,66.0,125.0,75.0,10.0,13.0,23.0,52.0,293.0,50.0,243.0
2008,TN-509,Appalachian Regional CoC,559.0,306.0,39.0,345.0,214.0,478.0,249.0,23.0,272.0,206.0,81.0,57.0,16.0,73.0,8.0,26.0,18.0,5.0,23.0,3.0,88.0,46.0,42.0
2008,TN-510,Murfreesboro/Rutherford County CoC,223.0,75.0,0.0,75.0,148.0,176.0,45.0,0.0,45.0,131.0,47.0,30.0,0.0,30.0,17.0,16.0,14.0,0.0,14.0,2.0,89.0,15.0,74.0
2008,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",904.0,169.0,264.0,433.0,471.0,382.0,32.0,14.0,46.0,336.0,522.0,137.0,250.0,387.0,135.0,173.0,45.0,72.0,117.0,56.0,255.0,28.0,227.0
2008,TX-500,San Antonio/Bexar County CoC,4063.0,1116.0,1402.0,2518.0,1545.0,2797.0,825.0,538.0,1363.0,1434.0,1266.0,291.0,864.0,1155.0,111.0,419.0,85.0,285.0,370.0,49.0,520.0,195.0,325.0
2008,TX-503,Austin/Travis County CoC,3451.0,846.0,459.0,1305.0,2146.0,2881.0,609.0,156.0,765.0,2116.0,570.0,237.0,303.0,540.0,30.0,160.0,71.0,80.0,151.0,9.0,919.0,242.0,677.0
2008,TX-600,"Dallas City & County, Irving CoC",3558.0,2226.0,1119.0,3345.0,213.0,2286.0,1674.0,399.0,2073.0,213.0,1272.0,552.0,720.0,1272.0,0.0,433.0,202.0,231.0,433.0,0.0,620.0,522.0,98.0
2008,TX-601,"Fort Worth, Arlington/Tarrant County CoC",2676.0,1226.0,1247.0,2473.0,203.0,1442.0,923.0,316.0,1239.0,203.0,1234.0,303.0,931.0,1234.0,0.0,394.0,98.0,296.0,394.0,0.0,519.0,426.0,93.0
2008,TX-603,El Paso City & County CoC,1241.0,629.0,339.0,968.0,273.0,804.0,438.0,93.0,531.0,273.0,437.0,191.0,246.0,437.0,0.0,133.0,56.0,77.0,133.0,0.0,208.0,72.0,136.0
2008,TX-604,Waco/McLennan County CoC,431.0,108.0,151.0,259.0,172.0,321.0,90.0,86.0,176.0,145.0,110.0,18.0,65.0,83.0,27.0,38.0,7.0,25.0,32.0,6.0,70.0,32.0,38.0
2008,TX-607,Texas Balance of State CoC,13298.0,5691.0,1568.0,7259.0,6039.0,8628.0,3574.0,926.0,4500.0,4128.0,4670.0,2117.0,642.0,2759.0,1911.0,1204.0,474.0,197.0,671.0,533.0,2070.0,1032.0,1038.0
2008,TX-611,Amarillo CoC,540.0,395.0,91.0,486.0,54.0,351.0,291.0,6.0,297.0,54.0,189.0,104.0,85.0,189.0,0.0,61.0,36.0,25.0,61.0,0.0,45.0,33.0,12.0
2008,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",280.0,231.0,0.0,231.0,49.0,233.0,184.0,0.0,184.0,49.0,47.0,47.0,0.0,47.0,0.0,14.0,14.0,0.0,14.0,0.0,206.0,157.0,49.0
2008,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",10363.0,2288.0,2729.0,5017.0,5346.0,8054.0,1653.0,1207.0,2860.0,5194.0,2309.0,635.0,1522.0,2157.0,152.0,668.0,183.0,440.0,623.0,45.0,3627.0,906.0,2721.0
2008,TX-701,"Bryan, College Station/Brazos Valley CoC",289.0,120.0,99.0,219.0,70.0,153.0,86.0,21.0,107.0,46.0,136.0,34.0,78.0,112.0,24.0,34.0,11.0,17.0,28.0,6.0,40.0,39.0,1.0
2008,UT-500,Salt Lake City & County CoC,2296.0,1279.0,859.0,2138.0,158.0,1428.0,867.0,403.0,1270.0,158.0,868.0,412.0,456.0,868.0,0.0,270.0,125.0,145.0,270.0,0.0,475.0,317.0,158.0
2008,UT-503,Utah Balance of State CoC,878.0,348.0,479.0,827.0,51.0,476.0,235.0,190.0,425.0,51.0,402.0,113.0,289.0,402.0,0.0,139.0,46.0,93.0,139.0,0.0,174.0,123.0,51.0
2008,UT-504,Provo/Mountainland CoC,260.0,103.0,110.0,213.0,47.0,114.0,37.0,30.0,67.0,47.0,146.0,66.0,80.0,146.0,0.0,47.0,22.0,25.0,47.0,0.0,53.0,6.0,47.0
2008,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",1073.0,349.0,558.0,907.0,166.0,831.0,257.0,408.0,665.0,166.0,242.0,92.0,150.0,242.0,0.0,89.0,32.0,57.0,89.0,0.0,72.0,39.0,33.0
2008,VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",602.0,407.0,102.0,509.0,93.0,378.0,284.0,27.0,311.0,67.0,224.0,123.0,75.0,198.0,26.0,78.0,38.0,23.0,61.0,17.0,87.0,61.0,26.0
2008,VA-502,"Roanoke City & County, Salem CoC",504.0,368.0,129.0,497.0,7.0,379.0,275.0,97.0,372.0,7.0,125.0,93.0,32.0,125.0,0.0,42.0,31.0,11.0,42.0,0.0,181.0,178.0,3.0
2008,VA-503,Virginia Beach CoC,484.0,249.0,157.0,406.0,78.0,233.0,127.0,30.0,157.0,76.0,251.0,122.0,127.0,249.0,2.0,80.0,38.0,41.0,79.0,1.0,88.0,42.0,46.0
2008,VA-504,Charlottesville CoC,239.0,156.0,68.0,224.0,15.0,183.0,134.0,34.0,168.0,15.0,56.0,22.0,34.0,56.0,0.0,17.0,7.0,10.0,17.0,0.0,82.0,77.0,5.0
2008,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",526.0,382.0,104.0,486.0,40.0,394.0,330.0,26.0,356.0,38.0,132.0,52.0,78.0,130.0,2.0,43.0,19.0,23.0,42.0,1.0,147.0,117.0,30.0
2008,VA-507,Portsmouth CoC,222.0,121.0,56.0,177.0,45.0,167.0,94.0,28.0,122.0,45.0,55.0,27.0,28.0,55.0,0.0,21.0,9.0,12.0,21.0,0.0,49.0,17.0,32.0
2008,VA-508,Lynchburg CoC,256.0,147.0,64.0,211.0,45.0,133.0,56.0,33.0,89.0,44.0,123.0,91.0,31.0,122.0,1.0,45.0,35.0,9.0,44.0,1.0,53.0,30.0,23.0
2008,VA-513,"Harrisburg, Winchester/Western Virginia CoC",245.0,132.0,56.0,188.0,57.0,108.0,77.0,5.0,82.0,26.0,137.0,55.0,51.0,106.0,31.0,46.0,16.0,16.0,32.0,14.0,41.0,36.0,5.0
2008,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",194.0,101.0,26.0,127.0,67.0,123.0,62.0,1.0,63.0,60.0,71.0,39.0,25.0,64.0,7.0,25.0,13.0,9.0,22.0,3.0,54.0,18.0,36.0
2008,VA-521,Virginia Balance of State CoC,863.0,346.0,213.0,559.0,304.0,443.0,159.0,100.0,259.0,184.0,420.0,187.0,113.0,300.0,120.0,150.0,65.0,41.0,106.0,44.0,115.0,55.0,60.0
2008,VA-600,Arlington County CoC,410.0,122.0,109.0,231.0,179.0,284.0,87.0,18.0,105.0,179.0,126.0,35.0,91.0,126.0,0.0,41.0,12.0,29.0,41.0,0.0,156.0,27.0,129.0
2008,VA-601,Fairfax County CoC,1835.0,658.0,965.0,1623.0,212.0,744.0,395.0,137.0,532.0,212.0,1091.0,263.0,828.0,1091.0,0.0,311.0,74.0,237.0,311.0,0.0,402.0,226.0,176.0
2008,VA-602,Loudoun County CoC,160.0,72.0,64.0,136.0,24.0,43.0,18.0,1.0,19.0,24.0,117.0,54.0,63.0,117.0,0.0,33.0,17.0,16.0,33.0,0.0,21.0,8.0,13.0
2008,VA-603,Alexandria CoC,306.0,122.0,116.0,238.0,68.0,194.0,67.0,59.0,126.0,68.0,112.0,55.0,57.0,112.0,0.0,39.0,18.0,21.0,39.0,0.0,58.0,12.0,46.0
2008,VA-604,Prince William County CoC,550.0,182.0,194.0,376.0,174.0,201.0,99.0,16.0,115.0,86.0,349.0,83.0,178.0,261.0,88.0,106.0,25.0,56.0,81.0,25.0,72.0,24.0,48.0
2008,VI-500,Virgin Islands CoC,602.0,60.0,55.0,115.0,487.0,566.0,28.0,51.0,79.0,487.0,36.0,32.0,4.0,36.0,0.0,18.0,17.0,1.0,18.0,0.0,513.0,26.0,487.0
2008,VT-500,Vermont Balance of State CoC,633.0,186.0,253.0,439.0,194.0,405.0,98.0,142.0,240.0,165.0,228.0,88.0,111.0,199.0,29.0,79.0,32.0,37.0,69.0,10.0,168.0,88.0,80.0
2008,VT-501,Burlington/Chittenden County CoC,321.0,125.0,132.0,257.0,64.0,222.0,83.0,78.0,161.0,61.0,99.0,42.0,54.0,96.0,3.0,41.0,12.0,28.0,40.0,1.0,66.0,27.0,39.0
