State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families
Virginia,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Unsheltered Count,2021,834.0,449.0,168.0,158.0,10.0,168.0,24.0,142.0,132.0,10.0,142.0,24.0,26.0,26.0,26.0,0.0
Virginia,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Partial Unsheltered Count,2022,697.0,438.0,222.0,194.0,5.0,199.0,23.0,182.0,154.0,5.0,159.0,23.0,40.0,40.0,40.0,0.0
Virginia,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Unsheltered Count,2023,690.0,532.0,168.0,112.0,11.0,123.0,45.0,144.0,88.0,11.0,99.0,45.0,24.0,24.0,24.0,0.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2007,4508.0,3343.0,,,,,,1003.0,,,154.0,849.0,,,,
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2008,4508.0,3343.0,,,,,,1003.0,,,154.0,849.0,,,,
California,CA-608,Riverside City & County CoC,Sheltered-Only Count,2009,3366.0,2282.0,,,,,,969.0,274.0,,274.0,695.0,,,,
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2010,3126.0,1618.0,,,0.0,,,721.0,26.0,0.0,26.0,695.0,,,,
California,CA-608,Riverside City & County CoC,Sheltered-Only Count,2011,6203.0,5655.0,2530.0,79.0,0.0,79.0,2451.0,2515.0,70.0,0.0,70.0,2445.0,15.0,9.0,9.0,6.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2012,6096.0,5605.0,2643.0,192.0,0.0,192.0,2451.0,2581.0,136.0,0.0,136.0,2445.0,62.0,56.0,56.0,6.0
California,CA-608,Riverside City & County CoC,Sheltered-Only Count,2013,2978.0,2374.0,1117.0,47.0,0.0,47.0,1070.0,1025.0,30.0,0.0,30.0,995.0,92.0,17.0,17.0,75.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2014,2945.0,2390.0,1093.0,23.0,0.0,23.0,1070.0,1010.0,15.0,0.0,15.0,995.0,83.0,8.0,8.0,75.0
California,CA-608,Riverside City & County CoC,Sheltered-Only Count,2015,2372.0,2066.0,532.0,113.0,0.0,113.0,419.0,490.0,89.0,0.0,89.0,401.0,42.0,24.0,24.0,18.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2016,2165.0,1900.0,378.0,77.0,0.0,77.0,301.0,369.0,70.0,0.0,70.0,299.0,9.0,7.0,7.0,2.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2017,2406.0,2172.0,418.0,77.0,0.0,77.0,341.0,411.0,70.0,0.0,70.0,341.0,7.0,7.0,7.0,0.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2018,2316.0,2087.0,474.0,87.0,0.0,87.0,387.0,464.0,77.0,0.0,77.0,387.0,10.0,10.0,10.0,0.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2019,2811.0,2522.0,804.0,77.0,0.0,77.0,727.0,786.0,59.0,0.0,59.0,727.0,18.0,18.0,18.0,0.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2020,2884.0,2643.0,1007.0,129.0,0.0,129.0,878.0,989.0,116.0,0.0,116.0,873.0,18.0,13.0,13.0,5.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2021,998.0,759.0,195.0,195.0,0.0,195.0,0.0,189.0,189.0,0.0,189.0,0.0,6.0,6.0,6.0,0.0
California,CA-608,Riverside City & County CoC,Sheltered-Only Count,2022,3316.0,2826.0,816.0,256.0,0.0,256.0,560.0,812.0,252.0,0.0,252.0,560.0,4.0,4.0,4.0,0.0
California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2023,3725.0,3246.0,921.0,262.0,0.0,262.0,659.0,896.0,237.0,0.0,237.0,659.0,25.0,25.0,25.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2007,566.0,485.0,,,,,,168.0,,,130.0,38.0,,,,
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2008,504.0,379.0,,,,,,181.0,,,178.0,3.0,,,,
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2009,597.0,433.0,,,,,,247.0,238.0,,238.0,9.0,,,,
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2010,518.0,395.0,,,0.0,,,118.0,108.0,0.0,108.0,10.0,,,,
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2011,536.0,412.0,186.0,182.0,0.0,182.0,4.0,186.0,182.0,0.0,182.0,4.0,0.0,0.0,0.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2012,561.0,429.0,149.0,140.0,0.0,140.0,9.0,149.0,140.0,0.0,140.0,9.0,0.0,0.0,0.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2013,442.0,315.0,91.0,85.0,0.0,85.0,6.0,82.0,76.0,0.0,76.0,6.0,9.0,9.0,9.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2014,440.0,321.0,62.0,57.0,0.0,57.0,5.0,62.0,57.0,0.0,57.0,5.0,0.0,0.0,0.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2015,390.0,260.0,80.0,78.0,0.0,78.0,2.0,73.0,71.0,0.0,71.0,2.0,7.0,7.0,7.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2016,308.0,218.0,73.0,71.0,0.0,71.0,2.0,65.0,63.0,0.0,63.0,2.0,8.0,8.0,8.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2017,267.0,197.0,48.0,43.0,0.0,43.0,5.0,43.0,38.0,0.0,38.0,5.0,5.0,5.0,5.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2018,317.0,228.0,36.0,35.0,0.0,35.0,1.0,28.0,27.0,0.0,27.0,1.0,8.0,8.0,8.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2019,319.0,244.0,62.0,60.0,0.0,60.0,2.0,56.0,54.0,0.0,54.0,2.0,6.0,6.0,6.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2020,276.0,213.0,44.0,36.0,0.0,36.0,8.0,44.0,36.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2021,250.0,198.0,56.0,49.0,0.0,49.0,7.0,56.0,49.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2022,216.0,186.0,39.0,28.0,0.0,28.0,11.0,39.0,28.0,0.0,28.0,11.0,0.0,0.0,0.0,0.0
Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2023,334.0,245.0,57.0,44.0,0.0,44.0,13.0,55.0,42.0,0.0,42.0,13.0,2.0,2.0,2.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2007,612.0,337.0,,,,,,81.0,,,71.0,10.0,,,,
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2008,595.0,320.0,,,,,,83.0,,,79.0,4.0,,,,
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2009,663.0,340.0,,,,,,86.0,86.0,,86.0,0.0,,,,
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2010,709.0,375.0,,,12.0,,,85.0,69.0,12.0,81.0,4.0,,,,
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2011,694.0,360.0,76.0,64.0,12.0,76.0,0.0,76.0,64.0,12.0,76.0,0.0,0.0,0.0,0.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2012,699.0,377.0,89.0,78.0,11.0,89.0,0.0,77.0,66.0,11.0,77.0,0.0,12.0,12.0,12.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered-Only Count,2013,1007.0,441.0,91.0,25.0,16.0,41.0,50.0,63.0,25.0,16.0,41.0,22.0,28.0,0.0,0.0,28.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2014,838.0,494.0,31.0,18.0,13.0,31.0,0.0,28.0,15.0,13.0,28.0,0.0,3.0,3.0,3.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2015,762.0,406.0,49.0,29.0,10.0,39.0,10.0,49.0,29.0,10.0,39.0,10.0,0.0,0.0,0.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2016,860.0,541.0,184.0,151.0,13.0,164.0,20.0,181.0,151.0,13.0,164.0,17.0,3.0,0.0,0.0,3.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2017,817.0,510.0,184.0,131.0,6.0,137.0,47.0,184.0,131.0,6.0,137.0,47.0,0.0,0.0,0.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2018,835.0,543.0,90.0,74.0,6.0,80.0,10.0,90.0,74.0,6.0,80.0,10.0,0.0,0.0,0.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2019,849.0,606.0,97.0,75.0,6.0,81.0,16.0,86.0,64.0,6.0,70.0,16.0,11.0,11.0,11.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2020,815.0,587.0,96.0,79.0,3.0,82.0,14.0,96.0,79.0,3.0,82.0,14.0,0.0,0.0,0.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2021,521.0,367.0,73.0,62.0,3.0,65.0,8.0,68.0,57.0,3.0,60.0,8.0,5.0,5.0,5.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2022,748.0,504.0,126.0,104.0,3.0,107.0,19.0,126.0,104.0,3.0,107.0,19.0,0.0,0.0,0.0,0.0
New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2023,803.0,448.0,95.0,75.0,3.0,78.0,17.0,88.0,68.0,3.0,71.0,17.0,7.0,7.0,7.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2007,446.0,143.0,,,,,,32.0,,,26.0,6.0,,,,
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2008,446.0,143.0,,,,,,32.0,,,26.0,6.0,,,,
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2009,417.0,124.0,,,,,,70.0,66.0,,66.0,4.0,,,,
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2010,419.0,103.0,,,0.0,,,70.0,61.0,0.0,61.0,9.0,,,,
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2011,361.0,112.0,73.0,73.0,0.0,73.0,0.0,52.0,52.0,0.0,52.0,0.0,21.0,21.0,21.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2012,379.0,151.0,68.0,59.0,0.0,59.0,9.0,49.0,40.0,0.0,40.0,9.0,19.0,19.0,19.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2013,452.0,146.0,73.0,58.0,0.0,58.0,15.0,34.0,19.0,0.0,19.0,15.0,39.0,39.0,39.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2014,482.0,115.0,66.0,56.0,0.0,56.0,10.0,32.0,22.0,0.0,22.0,10.0,34.0,34.0,34.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2015,451.0,122.0,69.0,64.0,0.0,64.0,5.0,38.0,33.0,0.0,33.0,5.0,31.0,31.0,31.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2016,423.0,147.0,35.0,28.0,0.0,28.0,7.0,22.0,15.0,0.0,15.0,7.0,13.0,13.0,13.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2017,552.0,262.0,38.0,19.0,0.0,19.0,19.0,29.0,10.0,0.0,10.0,19.0,9.0,9.0,9.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2018,497.0,232.0,32.0,19.0,0.0,19.0,13.0,25.0,12.0,0.0,12.0,13.0,7.0,7.0,7.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2019,452.0,210.0,46.0,27.0,0.0,27.0,19.0,38.0,22.0,0.0,22.0,16.0,8.0,5.0,5.0,3.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2020,459.0,219.0,79.0,52.0,0.0,52.0,27.0,60.0,39.0,0.0,39.0,21.0,19.0,13.0,13.0,6.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2021,419.0,201.0,69.0,69.0,0.0,69.0,0.0,53.0,53.0,0.0,53.0,0.0,16.0,16.0,16.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered-Only Count,2022,485.0,281.0,109.0,82.0,0.0,82.0,27.0,83.0,56.0,0.0,56.0,27.0,26.0,26.0,26.0,0.0
Minnesota,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,2023,496.0,276.0,107.0,72.0,0.0,72.0,35.0,82.0,47.0,0.0,47.0,35.0,25.0,25.0,25.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2007,600.0,208.0,,,,,,85.0,,,75.0,10.0,,,,
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2008,352.0,158.0,,,,,,18.0,,,11.0,7.0,,,,
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2009,400.0,230.0,,,,,,55.0,40.0,,40.0,15.0,,,,
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2010,392.0,177.0,,,0.0,,,34.0,27.0,0.0,27.0,7.0,,,,
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2011,313.0,149.0,30.0,29.0,0.0,29.0,1.0,28.0,27.0,0.0,27.0,1.0,2.0,2.0,2.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2012,263.0,129.0,12.0,12.0,0.0,12.0,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2013,219.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2014,218.0,103.0,9.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered-Only Count,2015,254.0,180.0,31.0,8.0,10.0,18.0,13.0,29.0,8.0,10.0,18.0,11.0,2.0,0.0,0.0,2.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2016,340.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2017,243.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2018,198.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2019,211.0,137.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2020,135.0,86.0,16.0,12.0,0.0,12.0,4.0,11.0,7.0,0.0,7.0,4.0,5.0,5.0,5.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2021,95.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered-Only Count,2022,280.0,241.0,41.0,16.0,0.0,16.0,25.0,41.0,16.0,0.0,16.0,25.0,0.0,0.0,0.0,0.0
Illinois,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,2023,232.0,179.0,15.0,10.0,0.0,10.0,5.0,15.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2007,705.0,381.0,,,,,,149.0,,,119.0,30.0,,,,
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2008,705.0,381.0,,,,,,149.0,,,99.0,50.0,,,,
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2009,567.0,390.0,,,,,,200.0,161.0,,161.0,39.0,,,,
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2010,739.0,326.0,,,0.0,,,235.0,189.0,0.0,189.0,46.0,,,,
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2011,740.0,418.0,247.0,195.0,0.0,195.0,52.0,247.0,195.0,0.0,195.0,52.0,0.0,0.0,0.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2012,852.0,493.0,154.0,117.0,0.0,117.0,37.0,131.0,101.0,0.0,101.0,30.0,23.0,16.0,16.0,7.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2013,895.0,452.0,268.0,153.0,0.0,153.0,115.0,184.0,121.0,0.0,121.0,63.0,84.0,32.0,32.0,52.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2014,506.0,317.0,74.0,60.0,0.0,60.0,14.0,52.0,43.0,0.0,43.0,9.0,22.0,17.0,17.0,5.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2015,428.0,242.0,31.0,22.0,0.0,22.0,9.0,27.0,18.0,0.0,18.0,9.0,4.0,4.0,4.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2016,336.0,218.0,47.0,38.0,0.0,38.0,9.0,47.0,38.0,0.0,38.0,9.0,0.0,0.0,0.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2017,381.0,229.0,31.0,14.0,0.0,14.0,17.0,31.0,14.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2018,356.0,214.0,25.0,4.0,0.0,4.0,21.0,25.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2019,403.0,257.0,28.0,18.0,0.0,18.0,10.0,28.0,18.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2020,465.0,297.0,37.0,26.0,0.0,26.0,11.0,35.0,24.0,0.0,24.0,11.0,2.0,2.0,2.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2021,287.0,179.0,31.0,29.0,0.0,29.0,2.0,25.0,23.0,0.0,23.0,2.0,6.0,6.0,6.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2022,406.0,253.0,21.0,21.0,0.0,21.0,0.0,18.0,18.0,0.0,18.0,0.0,3.0,3.0,3.0,0.0
Illinois,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,2023,445.0,297.0,48.0,33.0,0.0,33.0,15.0,46.0,31.0,0.0,31.0,15.0,2.0,2.0,2.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2007,488.0,446.0,,,,,,34.0,,,0.0,34.0,,,,
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2008,141.0,91.0,,,,,,30.0,,,13.0,17.0,,,,
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2009,139.0,102.0,,,,,,25.0,2.0,,2.0,23.0,,,,
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2010,141.0,93.0,,,0.0,,,55.0,3.0,0.0,3.0,52.0,,,,
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2011,112.0,67.0,52.0,20.0,0.0,20.0,32.0,52.0,20.0,0.0,20.0,32.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2012,107.0,77.0,4.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2013,107.0,55.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2014,125.0,82.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2015,117.0,89.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2016,141.0,124.0,16.0,5.0,0.0,5.0,11.0,16.0,5.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2017,170.0,135.0,28.0,9.0,0.0,9.0,19.0,28.0,9.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2018,180.0,145.0,37.0,16.0,0.0,16.0,21.0,25.0,4.0,0.0,4.0,21.0,12.0,12.0,12.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2019,182.0,145.0,36.0,10.0,0.0,10.0,26.0,36.0,10.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2020,193.0,158.0,76.0,23.0,0.0,23.0,53.0,76.0,23.0,0.0,23.0,53.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2021,53.0,39.0,7.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered-Only Count,2022,106.0,89.0,30.0,8.0,0.0,8.0,22.0,30.0,8.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0
New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2023,157.0,113.0,39.0,15.0,0.0,15.0,24.0,39.0,15.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2007,587.0,368.0,,,,,,48.0,,,22.0,26.0,,,,
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2008,587.0,368.0,,,,,,48.0,,,22.0,26.0,,,,
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2009,1054.0,700.0,,,,,,231.0,62.0,,62.0,169.0,,,,
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2010,1054.0,700.0,,,0.0,,,231.0,62.0,0.0,62.0,169.0,,,,
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,2011,821.0,544.0,149.0,27.0,0.0,27.0,122.0,101.0,25.0,0.0,25.0,76.0,48.0,2.0,2.0,46.0
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2012,742.0,508.0,168.0,46.0,0.0,46.0,122.0,107.0,31.0,0.0,31.0,76.0,61.0,15.0,15.0,46.0
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,2013,908.0,689.0,222.0,39.0,0.0,39.0,183.0,202.0,35.0,0.0,35.0,167.0,20.0,4.0,4.0,16.0
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2014,762.0,619.0,240.0,57.0,0.0,57.0,183.0,211.0,44.0,0.0,44.0,167.0,29.0,13.0,13.0,16.0
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,2015,796.0,611.0,334.0,97.0,0.0,97.0,237.0,290.0,70.0,0.0,70.0,220.0,44.0,27.0,27.0,17.0
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2016,1021.0,861.0,347.0,110.0,0.0,110.0,237.0,313.0,93.0,0.0,93.0,220.0,34.0,17.0,17.0,17.0
California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,2017,979.0,772.0,232.0,67.0,0.0,67.0,165.0,225.0,60.0,0.0,60.0,165.0,7.0,7.0,7.0,0.0
